"","V1"
"inaug_TheodoreRoosevelt_1_11",6
"inaug_TheodoreRoosevelt_1_12",1
"inaug_TheodoreRoosevelt_1_13",1
"inaug_TheodoreRoosevelt_1_14",1
"inaug_TheodoreRoosevelt_1_15",15
"inaug_TheodoreRoosevelt_1_16",6
"inaug_TheodoreRoosevelt_1_17",1
"inaug_TheodoreRoosevelt_1_18",8
"inaug_TheodoreRoosevelt_1_19",1
"inaug_TheodoreRoosevelt_1_20",1
"inaug_TheodoreRoosevelt_1_21",1
"inaug_TheodoreRoosevelt_1_22",4
"inaug_TheodoreRoosevelt_1_23",4
"inaug_TheodoreRoosevelt_1_24",4
"inaug_TheodoreRoosevelt_1_25",4
"inaug_TheodoreRoosevelt_1_26",4
"inaug_TheodoreRoosevelt_1_27",12
"inaug_TheodoreRoosevelt_1_28",12
"inaug_TheodoreRoosevelt_1_29",7
"inaug_TheodoreRoosevelt_1_30",12
"inaug_TheodoreRoosevelt_1_31",15
"inaug_TheodoreRoosevelt_1_32",15
"inaug_TheodoreRoosevelt_1_33",15
"inaug_TheodoreRoosevelt_1_34",15
"inaug_TheodoreRoosevelt_1_35",12
"inaug_TheodoreRoosevelt_1_36",12
"inaug_TheodoreRoosevelt_1_37",12
"inaug_TheodoreRoosevelt_1_38",8
"inaug_WilliamHowardTaft_1_2",6
"inaug_WilliamHowardTaft_1_3",10
"inaug_WilliamHowardTaft_1_4",10
"inaug_WilliamHowardTaft_1_5",10
"inaug_WilliamHowardTaft_1_6",10
"inaug_WilliamHowardTaft_1_7",10
"inaug_WilliamHowardTaft_1_8",10
"inaug_WilliamHowardTaft_1_9",10
"inaug_WilliamHowardTaft_1_10",10
"inaug_WilliamHowardTaft_1_11",10
"inaug_WilliamHowardTaft_1_12",10
"inaug_WilliamHowardTaft_1_13",10
"inaug_WilliamHowardTaft_1_14",10
"inaug_WilliamHowardTaft_1_15",10
"inaug_WilliamHowardTaft_1_16",10
"inaug_WilliamHowardTaft_1_17",10
"inaug_WilliamHowardTaft_1_18",10
"inaug_WilliamHowardTaft_1_19",10
"inaug_WilliamHowardTaft_1_20",10
"inaug_WilliamHowardTaft_1_21",10
"inaug_WilliamHowardTaft_1_22",10
"inaug_WilliamHowardTaft_1_23",10
"inaug_WilliamHowardTaft_1_24",10
"inaug_WilliamHowardTaft_1_25",10
"inaug_WilliamHowardTaft_1_26",10
"inaug_WilliamHowardTaft_1_27",5
"inaug_WilliamHowardTaft_1_28",5
"inaug_WilliamHowardTaft_1_29",5
"inaug_WilliamHowardTaft_1_30",5
"inaug_WilliamHowardTaft_1_31",5
"inaug_WilliamHowardTaft_1_32",5
"inaug_WilliamHowardTaft_1_33",15
"inaug_WilliamHowardTaft_1_34",15
"inaug_WilliamHowardTaft_1_35",15
"inaug_WilliamHowardTaft_1_36",10
"inaug_WilliamHowardTaft_1_37",5
"inaug_WilliamHowardTaft_1_38",5
"inaug_WilliamHowardTaft_1_39",1
"inaug_WilliamHowardTaft_1_40",1
"inaug_WilliamHowardTaft_1_41",1
"inaug_WilliamHowardTaft_1_42",1
"inaug_WilliamHowardTaft_1_43",1
"inaug_WilliamHowardTaft_1_44",1
"inaug_WilliamHowardTaft_1_45",1
"inaug_WilliamHowardTaft_1_46",1
"inaug_WilliamHowardTaft_1_47",1
"inaug_WilliamHowardTaft_1_48",1
"inaug_WilliamHowardTaft_1_49",1
"inaug_WilliamHowardTaft_1_50",1
"inaug_WilliamHowardTaft_1_51",1
"inaug_WilliamHowardTaft_1_52",1
"inaug_WilliamHowardTaft_1_53",1
"inaug_WilliamHowardTaft_1_54",1
"inaug_WilliamHowardTaft_1_55",1
"inaug_WilliamHowardTaft_1_56",1
"inaug_WilliamHowardTaft_1_57",1
"inaug_WilliamHowardTaft_1_58",1
"inaug_WilliamHowardTaft_1_59",1
"inaug_WilliamHowardTaft_1_60",1
"inaug_WilliamHowardTaft_1_61",1
"inaug_WilliamHowardTaft_1_62",1
"inaug_WilliamHowardTaft_1_63",1
"inaug_WilliamHowardTaft_1_64",1
"inaug_WilliamHowardTaft_1_65",1
"inaug_WilliamHowardTaft_1_66",2
"inaug_WilliamHowardTaft_1_67",2
"inaug_WilliamHowardTaft_1_68",2
"inaug_WilliamHowardTaft_1_69",2
"inaug_WilliamHowardTaft_1_70",2
"inaug_WilliamHowardTaft_1_71",10
"inaug_WilliamHowardTaft_1_72",10
"inaug_WilliamHowardTaft_1_73",10
"inaug_WilliamHowardTaft_1_74",5
"inaug_WilliamHowardTaft_1_75",5
"inaug_WilliamHowardTaft_1_76",10
"inaug_WilliamHowardTaft_1_77",10
"inaug_WilliamHowardTaft_1_78",10
"inaug_WilliamHowardTaft_1_79",10
"inaug_WilliamHowardTaft_1_80",10
"inaug_WilliamHowardTaft_1_81",10
"inaug_WilliamHowardTaft_1_82",13
"inaug_WilliamHowardTaft_1_83",13
"inaug_WilliamHowardTaft_1_84",13
"inaug_WilliamHowardTaft_1_85",13
"inaug_WilliamHowardTaft_1_86",13
"inaug_WilliamHowardTaft_1_87",13
"inaug_WilliamHowardTaft_1_88",13
"inaug_WilliamHowardTaft_1_89",13
"inaug_WilliamHowardTaft_1_90",13
"inaug_WilliamHowardTaft_1_91",10
"inaug_WilliamHowardTaft_1_92",10
"inaug_WilliamHowardTaft_1_93",10
"inaug_WilliamHowardTaft_1_94",10
"inaug_WilliamHowardTaft_1_95",10
"inaug_WilliamHowardTaft_1_96",10
"inaug_WilliamHowardTaft_1_97",10
"inaug_WilliamHowardTaft_1_98",10
"inaug_WilliamHowardTaft_1_99",10
"inaug_WilliamHowardTaft_1_100",10
"inaug_WilliamHowardTaft_1_101",15
"inaug_WilliamHowardTaft_1_102",13
"inaug_WilliamHowardTaft_1_103",13
"inaug_WilliamHowardTaft_1_104",13
"inaug_WilliamHowardTaft_1_105",13
"inaug_WilliamHowardTaft_1_106",2
"inaug_WilliamHowardTaft_1_107",10
"inaug_WilliamHowardTaft_1_108",10
"inaug_WilliamHowardTaft_1_109",7
"inaug_WilliamHowardTaft_1_110",7
"inaug_WilliamHowardTaft_1_111",13
"inaug_WilliamHowardTaft_1_112",2
"inaug_WilliamHowardTaft_1_113",2
"inaug_WilliamHowardTaft_1_114",2
"inaug_WilliamHowardTaft_1_115",2
"inaug_WilliamHowardTaft_1_116",2
"inaug_WilliamHowardTaft_1_117",2
"inaug_WilliamHowardTaft_1_118",2
"inaug_WilliamHowardTaft_1_119",13
"inaug_WilliamHowardTaft_1_120",2
"inaug_WilliamHowardTaft_1_121",13
"inaug_WilliamHowardTaft_1_122",13
"inaug_WilliamHowardTaft_1_123",13
"inaug_WilliamHowardTaft_1_124",13
"inaug_WilliamHowardTaft_1_125",2
"inaug_WilliamHowardTaft_1_126",2
"inaug_WilliamHowardTaft_1_127",2
"inaug_WilliamHowardTaft_1_128",2
"inaug_WilliamHowardTaft_1_129",2
"inaug_WilliamHowardTaft_1_130",2
"inaug_WilliamHowardTaft_1_131",13
"inaug_WilliamHowardTaft_1_132",13
"inaug_WilliamHowardTaft_1_133",4
"inaug_WilliamHowardTaft_1_134",4
"inaug_WilliamHowardTaft_1_135",13
"inaug_WilliamHowardTaft_1_136",13
"inaug_WilliamHowardTaft_1_137",13
"inaug_WilliamHowardTaft_1_138",13
"inaug_WilliamHowardTaft_1_139",13
"inaug_WilliamHowardTaft_1_140",13
"inaug_WilliamHowardTaft_1_141",13
"inaug_WilliamHowardTaft_1_142",13
"inaug_WilliamHowardTaft_1_143",13
"inaug_WilliamHowardTaft_1_144",13
"inaug_WilliamHowardTaft_1_145",13
"inaug_WilliamHowardTaft_1_146",11
"inaug_WilliamHowardTaft_1_147",10
"inaug_WilliamHowardTaft_1_148",10
"inaug_WilliamHowardTaft_1_149",10
"inaug_WilliamHowardTaft_1_150",10
"inaug_WilliamHowardTaft_1_151",10
"inaug_WilliamHowardTaft_1_152",10
"inaug_WilliamHowardTaft_1_153",10
"inaug_WilliamHowardTaft_1_154",10
"inaug_WilliamHowardTaft_1_155",10
"inaug_WilliamHowardTaft_1_156",10
"inaug_WilliamHowardTaft_1_157",10
"inaug_WilliamHowardTaft_1_158",10
"inaug_WilliamHowardTaft_1_159",2
"inaug_WilliamHowardTaft_1_160",2
"inaug_WilliamHowardTaft_1_161",2
"inaug_WilliamHowardTaft_1_162",2
"inaug_WilliamHowardTaft_1_163",10
"inaug_WilliamHowardTaft_1_164",10
"inaug_WilliamHowardTaft_1_165",10
"inaug_WilliamHowardTaft_1_166",10
"inaug_WarrenGHarding_1_2",8
"inaug_WarrenGHarding_1_3",8
"inaug_WarrenGHarding_1_4",8
"inaug_WarrenGHarding_1_5",8
"inaug_WarrenGHarding_1_6",14
"inaug_WarrenGHarding_1_7",4
"inaug_WarrenGHarding_1_8",4
"inaug_WarrenGHarding_1_9",8
"inaug_WarrenGHarding_1_10",8
"inaug_WarrenGHarding_1_11",8
"inaug_WarrenGHarding_1_12",8
"inaug_WarrenGHarding_1_13",8
"inaug_WarrenGHarding_1_14",8
"inaug_WarrenGHarding_1_15",8
"inaug_WarrenGHarding_1_16",13
"inaug_WarrenGHarding_1_17",11
"inaug_WarrenGHarding_1_18",6
"inaug_WarrenGHarding_1_19",8
"inaug_WarrenGHarding_1_20",8
"inaug_WarrenGHarding_1_21",3
"inaug_WarrenGHarding_1_22",3
"inaug_WarrenGHarding_1_23",12
"inaug_WarrenGHarding_1_24",8
"inaug_WarrenGHarding_1_25",8
"inaug_WarrenGHarding_1_26",8
"inaug_WarrenGHarding_1_27",8
"inaug_WarrenGHarding_1_28",8
"inaug_WarrenGHarding_1_29",8
"inaug_WarrenGHarding_1_30",8
"inaug_WarrenGHarding_1_31",8
"inaug_WarrenGHarding_1_32",8
"inaug_WarrenGHarding_1_33",8
"inaug_WarrenGHarding_1_34",11
"inaug_WarrenGHarding_1_35",14
"inaug_WarrenGHarding_1_36",8
"inaug_WarrenGHarding_1_37",12
"inaug_WarrenGHarding_1_38",8
"inaug_WarrenGHarding_1_39",8
"inaug_WarrenGHarding_1_40",8
"inaug_WarrenGHarding_1_41",8
"inaug_WarrenGHarding_1_42",7
"inaug_WarrenGHarding_1_43",7
"inaug_WarrenGHarding_1_44",7
"inaug_WarrenGHarding_1_45",8
"inaug_WarrenGHarding_1_46",8
"inaug_WarrenGHarding_1_47",8
"inaug_WarrenGHarding_1_48",8
"inaug_WarrenGHarding_1_49",8
"inaug_WarrenGHarding_1_50",8
"inaug_WarrenGHarding_1_51",8
"inaug_WarrenGHarding_1_52",8
"inaug_WarrenGHarding_1_53",8
"inaug_WarrenGHarding_1_54",8
"inaug_WarrenGHarding_1_55",8
"inaug_WarrenGHarding_1_56",8
"inaug_WarrenGHarding_1_57",8
"inaug_WarrenGHarding_1_58",3
"inaug_WarrenGHarding_1_59",3
"inaug_WarrenGHarding_1_60",3
"inaug_WarrenGHarding_1_61",11
"inaug_WarrenGHarding_1_62",15
"inaug_WarrenGHarding_1_63",1
"inaug_WarrenGHarding_1_64",3
"inaug_WarrenGHarding_1_65",1
"inaug_WarrenGHarding_1_66",1
"inaug_WarrenGHarding_1_67",1
"inaug_WarrenGHarding_1_68",1
"inaug_WarrenGHarding_1_69",6
"inaug_WarrenGHarding_1_70",6
"inaug_WarrenGHarding_1_71",6
"inaug_WarrenGHarding_1_72",6
"inaug_WarrenGHarding_1_73",6
"inaug_WarrenGHarding_1_74",3
"inaug_WarrenGHarding_1_75",9
"inaug_WarrenGHarding_1_76",15
"inaug_WarrenGHarding_1_77",15
"inaug_WarrenGHarding_1_78",15
"inaug_WarrenGHarding_1_79",1
"inaug_WarrenGHarding_1_80",1
"inaug_WarrenGHarding_1_81",3
"inaug_WarrenGHarding_1_82",15
"inaug_WarrenGHarding_1_83",15
"inaug_WarrenGHarding_1_84",15
"inaug_WarrenGHarding_1_85",15
"inaug_WarrenGHarding_1_86",4
"inaug_WarrenGHarding_1_87",5
"inaug_WarrenGHarding_1_88",12
"inaug_WarrenGHarding_1_89",8
"inaug_WarrenGHarding_1_90",6
"inaug_WarrenGHarding_1_91",6
"inaug_WarrenGHarding_1_92",1
"inaug_WarrenGHarding_1_93",15
"inaug_WarrenGHarding_1_94",15
"inaug_WarrenGHarding_1_95",8
"inaug_WarrenGHarding_1_96",12
"inaug_WarrenGHarding_1_97",4
"inaug_WarrenGHarding_1_98",15
"inaug_WarrenGHarding_1_99",15
"inaug_WarrenGHarding_1_100",15
"inaug_WarrenGHarding_1_101",8
"inaug_WarrenGHarding_1_102",3
"inaug_WarrenGHarding_1_103",3
"inaug_WarrenGHarding_1_104",3
"inaug_WarrenGHarding_1_105",3
"inaug_WarrenGHarding_1_106",3
"inaug_WarrenGHarding_1_107",1
"inaug_WarrenGHarding_1_108",9
"inaug_WarrenGHarding_1_109",3
"inaug_WarrenGHarding_1_110",7
"inaug_WarrenGHarding_1_111",7
"inaug_WarrenGHarding_1_112",7
"inaug_WarrenGHarding_1_113",6
"inaug_WarrenGHarding_1_114",6
"inaug_WarrenGHarding_1_115",2
"inaug_WarrenGHarding_1_116",15
"inaug_WarrenGHarding_1_117",2
"inaug_WarrenGHarding_1_118",8
"inaug_WarrenGHarding_1_119",8
"inaug_WarrenGHarding_1_120",9
"inaug_WarrenGHarding_1_121",6
"inaug_WarrenGHarding_1_122",3
"inaug_WarrenGHarding_1_123",3
"inaug_WarrenGHarding_1_124",8
"inaug_WarrenGHarding_1_125",2
"inaug_WarrenGHarding_1_126",2
"inaug_WarrenGHarding_1_127",1
"inaug_WarrenGHarding_1_128",3
"inaug_WarrenGHarding_1_129",3
"inaug_WarrenGHarding_1_130",8
"inaug_WarrenGHarding_1_131",9
"inaug_WarrenGHarding_1_132",9
"inaug_WarrenGHarding_1_133",9
"inaug_WarrenGHarding_1_134",8
"inaug_WarrenGHarding_1_135",8
"inaug_WarrenGHarding_1_136",13
"inaug_WarrenGHarding_1_137",13
"inaug_WarrenGHarding_1_138",13
"inaug_WarrenGHarding_1_139",13
"inaug_WarrenGHarding_1_140",15
"inaug_WarrenGHarding_1_141",8
"inaug_WarrenGHarding_1_142",8
"inaug_WarrenGHarding_1_143",12
"inaug_WarrenGHarding_1_144",9
"inaug_WarrenGHarding_1_145",9
"inaug_WarrenGHarding_1_146",9
"inaug_WarrenGHarding_1_147",9
"inaug_WarrenGHarding_1_148",13
"inaug_WarrenGHarding_1_149",15
"inaug_WarrenGHarding_1_150",15
"inaug_WarrenGHarding_1_151",15
"inaug_WarrenGHarding_1_152",4
"inaug_WarrenGHarding_1_153",7
"inaug_WarrenGHarding_1_154",8
"inaug_WarrenGHarding_1_155",7
"inaug_WarrenGHarding_1_156",8
"inaug_WarrenGHarding_1_157",3
"inaug_WarrenGHarding_1_158",3
"inaug_WarrenGHarding_1_159",8
"inaug_WarrenGHarding_1_160",14
"inaug_WarrenGHarding_1_161",6
"inaug_WarrenGHarding_1_162",6
"inaug_WarrenGHarding_1_163",6
"inaug_CalvinCoolidge_1_2",4
"inaug_CalvinCoolidge_1_3",7
"inaug_CalvinCoolidge_1_4",10
"inaug_CalvinCoolidge_1_5",10
"inaug_CalvinCoolidge_1_6",3
"inaug_CalvinCoolidge_1_7",4
"inaug_CalvinCoolidge_1_8",3
"inaug_CalvinCoolidge_1_9",15
"inaug_CalvinCoolidge_1_10",15
"inaug_CalvinCoolidge_1_11",15
"inaug_CalvinCoolidge_1_12",15
"inaug_CalvinCoolidge_1_13",15
"inaug_CalvinCoolidge_1_14",15
"inaug_CalvinCoolidge_1_15",6
"inaug_CalvinCoolidge_1_16",4
"inaug_CalvinCoolidge_1_17",4
"inaug_CalvinCoolidge_1_18",4
"inaug_CalvinCoolidge_1_19",8
"inaug_CalvinCoolidge_1_20",4
"inaug_CalvinCoolidge_1_21",8
"inaug_CalvinCoolidge_1_22",4
"inaug_CalvinCoolidge_1_23",1
"inaug_CalvinCoolidge_1_24",15
"inaug_CalvinCoolidge_1_25",4
"inaug_CalvinCoolidge_1_26",15
"inaug_CalvinCoolidge_1_27",6
"inaug_CalvinCoolidge_1_28",6
"inaug_CalvinCoolidge_1_29",15
"inaug_CalvinCoolidge_1_30",15
"inaug_CalvinCoolidge_1_31",15
"inaug_CalvinCoolidge_1_32",15
"inaug_CalvinCoolidge_1_33",10
"inaug_CalvinCoolidge_1_34",3
"inaug_CalvinCoolidge_1_35",8
"inaug_CalvinCoolidge_1_36",8
"inaug_CalvinCoolidge_1_37",8
"inaug_CalvinCoolidge_1_38",1
"inaug_CalvinCoolidge_1_39",1
"inaug_CalvinCoolidge_1_40",1
"inaug_CalvinCoolidge_1_41",1
"inaug_CalvinCoolidge_1_42",1
"inaug_CalvinCoolidge_1_43",1
"inaug_CalvinCoolidge_1_44",1
"inaug_CalvinCoolidge_1_45",1
"inaug_CalvinCoolidge_1_46",1
"inaug_CalvinCoolidge_1_47",9
"inaug_CalvinCoolidge_1_48",9
"inaug_CalvinCoolidge_1_49",6
"inaug_CalvinCoolidge_1_50",12
"inaug_CalvinCoolidge_1_51",6
"inaug_CalvinCoolidge_1_52",6
"inaug_CalvinCoolidge_1_53",1
"inaug_CalvinCoolidge_1_54",8
"inaug_CalvinCoolidge_1_55",1
"inaug_CalvinCoolidge_1_56",1
"inaug_CalvinCoolidge_1_57",1
"inaug_CalvinCoolidge_1_58",1
"inaug_CalvinCoolidge_1_59",8
"inaug_CalvinCoolidge_1_60",8
"inaug_CalvinCoolidge_1_61",8
"inaug_CalvinCoolidge_1_62",8
"inaug_CalvinCoolidge_1_63",8
"inaug_CalvinCoolidge_1_64",8
"inaug_CalvinCoolidge_1_65",8
"inaug_CalvinCoolidge_1_66",8
"inaug_CalvinCoolidge_1_67",8
"inaug_CalvinCoolidge_1_68",8
"inaug_CalvinCoolidge_1_69",1
"inaug_CalvinCoolidge_1_70",1
"inaug_CalvinCoolidge_1_71",1
"inaug_CalvinCoolidge_1_72",6
"inaug_CalvinCoolidge_1_73",15
"inaug_CalvinCoolidge_1_74",15
"inaug_CalvinCoolidge_1_75",15
"inaug_CalvinCoolidge_1_76",15
"inaug_CalvinCoolidge_1_77",15
"inaug_CalvinCoolidge_1_78",15
"inaug_CalvinCoolidge_1_79",15
"inaug_CalvinCoolidge_1_80",15
"inaug_CalvinCoolidge_1_81",12
"inaug_CalvinCoolidge_1_82",12
"inaug_CalvinCoolidge_1_83",1
"inaug_CalvinCoolidge_1_84",1
"inaug_CalvinCoolidge_1_85",1
"inaug_CalvinCoolidge_1_86",8
"inaug_CalvinCoolidge_1_87",1
"inaug_CalvinCoolidge_1_88",1
"inaug_CalvinCoolidge_1_89",1
"inaug_CalvinCoolidge_1_90",1
"inaug_CalvinCoolidge_1_91",8
"inaug_CalvinCoolidge_1_92",15
"inaug_CalvinCoolidge_1_93",15
"inaug_CalvinCoolidge_1_94",15
"inaug_CalvinCoolidge_1_95",1
"inaug_CalvinCoolidge_1_96",8
"inaug_CalvinCoolidge_1_97",11
"inaug_CalvinCoolidge_1_98",11
"inaug_CalvinCoolidge_1_99",11
"inaug_CalvinCoolidge_1_100",11
"inaug_CalvinCoolidge_1_101",11
"inaug_CalvinCoolidge_1_102",11
"inaug_CalvinCoolidge_1_103",11
"inaug_CalvinCoolidge_1_104",7
"inaug_CalvinCoolidge_1_105",7
"inaug_CalvinCoolidge_1_106",7
"inaug_CalvinCoolidge_1_107",5
"inaug_CalvinCoolidge_1_108",5
"inaug_CalvinCoolidge_1_109",7
"inaug_CalvinCoolidge_1_110",7
"inaug_CalvinCoolidge_1_111",5
"inaug_CalvinCoolidge_1_112",5
"inaug_CalvinCoolidge_1_113",10
"inaug_CalvinCoolidge_1_114",10
"inaug_CalvinCoolidge_1_115",10
"inaug_CalvinCoolidge_1_116",5
"inaug_CalvinCoolidge_1_117",5
"inaug_CalvinCoolidge_1_118",5
"inaug_CalvinCoolidge_1_119",5
"inaug_CalvinCoolidge_1_120",5
"inaug_CalvinCoolidge_1_121",5
"inaug_CalvinCoolidge_1_122",5
"inaug_CalvinCoolidge_1_123",5
"inaug_CalvinCoolidge_1_124",5
"inaug_CalvinCoolidge_1_125",5
"inaug_CalvinCoolidge_1_126",5
"inaug_CalvinCoolidge_1_127",10
"inaug_CalvinCoolidge_1_128",5
"inaug_CalvinCoolidge_1_129",5
"inaug_CalvinCoolidge_1_130",5
"inaug_CalvinCoolidge_1_131",5
"inaug_CalvinCoolidge_1_132",4
"inaug_CalvinCoolidge_1_133",2
"inaug_CalvinCoolidge_1_134",4
"inaug_CalvinCoolidge_1_135",5
"inaug_CalvinCoolidge_1_136",1
"inaug_CalvinCoolidge_1_137",6
"inaug_CalvinCoolidge_1_138",6
"inaug_CalvinCoolidge_1_139",15
"inaug_CalvinCoolidge_1_140",5
"inaug_CalvinCoolidge_1_141",10
"inaug_CalvinCoolidge_1_142",10
"inaug_CalvinCoolidge_1_143",4
"inaug_CalvinCoolidge_1_144",4
"inaug_CalvinCoolidge_1_145",4
"inaug_CalvinCoolidge_1_146",3
"inaug_CalvinCoolidge_1_147",5
"inaug_CalvinCoolidge_1_148",5
"inaug_CalvinCoolidge_1_149",5
"inaug_CalvinCoolidge_1_150",5
"inaug_CalvinCoolidge_1_151",8
"inaug_CalvinCoolidge_1_152",6
"inaug_CalvinCoolidge_1_153",2
"inaug_CalvinCoolidge_1_154",2
"inaug_CalvinCoolidge_1_155",2
"inaug_CalvinCoolidge_1_156",2
"inaug_CalvinCoolidge_1_157",2
"inaug_CalvinCoolidge_1_158",6
"inaug_CalvinCoolidge_1_159",1
"inaug_CalvinCoolidge_1_160",1
"inaug_CalvinCoolidge_1_161",8
"inaug_CalvinCoolidge_1_162",5
"inaug_CalvinCoolidge_1_163",10
"inaug_CalvinCoolidge_1_164",9
"inaug_CalvinCoolidge_1_165",8
"inaug_CalvinCoolidge_1_166",4
"inaug_CalvinCoolidge_1_167",2
"inaug_CalvinCoolidge_1_168",2
"inaug_CalvinCoolidge_1_169",7
"inaug_CalvinCoolidge_1_170",2
"inaug_CalvinCoolidge_1_171",2
"inaug_CalvinCoolidge_1_172",2
"inaug_CalvinCoolidge_1_173",1
"inaug_CalvinCoolidge_1_174",8
"inaug_CalvinCoolidge_1_175",8
"inaug_CalvinCoolidge_1_176",8
"inaug_CalvinCoolidge_1_177",8
"inaug_CalvinCoolidge_1_178",5
"inaug_CalvinCoolidge_1_179",8
"inaug_CalvinCoolidge_1_180",8
"inaug_CalvinCoolidge_1_181",8
"inaug_CalvinCoolidge_1_182",1
"inaug_CalvinCoolidge_1_183",13
"inaug_CalvinCoolidge_1_184",4
"inaug_CalvinCoolidge_1_185",15
"inaug_CalvinCoolidge_1_186",15
"inaug_CalvinCoolidge_1_187",2
"inaug_CalvinCoolidge_1_188",2
"inaug_CalvinCoolidge_1_189",2
"inaug_CalvinCoolidge_1_190",15
"inaug_CalvinCoolidge_1_191",4
"inaug_CalvinCoolidge_1_192",8
"inaug_CalvinCoolidge_1_193",8
"inaug_CalvinCoolidge_1_194",8
"inaug_CalvinCoolidge_1_195",8
"inaug_CalvinCoolidge_1_196",8
"inaug_CalvinCoolidge_1_197",1
"inaug_CalvinCoolidge_1_198",8
"inaug_CalvinCoolidge_1_199",6
"inaug_HerbertHoover_1_2",6
"inaug_HerbertHoover_1_3",6
"inaug_HerbertHoover_1_4",5
"inaug_HerbertHoover_1_5",4
"inaug_HerbertHoover_1_6",4
"inaug_HerbertHoover_1_7",12
"inaug_HerbertHoover_1_8",4
"inaug_HerbertHoover_1_9",12
"inaug_HerbertHoover_1_10",12
"inaug_HerbertHoover_1_11",12
"inaug_HerbertHoover_1_12",12
"inaug_HerbertHoover_1_13",1
"inaug_HerbertHoover_1_14",8
"inaug_HerbertHoover_1_15",8
"inaug_HerbertHoover_1_16",8
"inaug_HerbertHoover_1_17",15
"inaug_HerbertHoover_1_18",2
"inaug_HerbertHoover_1_19",2
"inaug_HerbertHoover_1_20",2
"inaug_HerbertHoover_1_21",8
"inaug_HerbertHoover_1_22",2
"inaug_HerbertHoover_1_23",2
"inaug_HerbertHoover_1_24",2
"inaug_HerbertHoover_1_25",2
"inaug_HerbertHoover_1_26",2
"inaug_HerbertHoover_1_27",2
"inaug_HerbertHoover_1_28",2
"inaug_HerbertHoover_1_29",2
"inaug_HerbertHoover_1_30",2
"inaug_HerbertHoover_1_31",5
"inaug_HerbertHoover_1_32",5
"inaug_HerbertHoover_1_33",8
"inaug_HerbertHoover_1_34",8
"inaug_HerbertHoover_1_35",4
"inaug_HerbertHoover_1_36",4
"inaug_HerbertHoover_1_37",2
"inaug_HerbertHoover_1_38",2
"inaug_HerbertHoover_1_39",2
"inaug_HerbertHoover_1_40",2
"inaug_HerbertHoover_1_41",2
"inaug_HerbertHoover_1_42",2
"inaug_HerbertHoover_1_43",2
"inaug_HerbertHoover_1_44",2
"inaug_HerbertHoover_1_45",2
"inaug_HerbertHoover_1_46",2
"inaug_HerbertHoover_1_47",2
"inaug_HerbertHoover_1_48",2
"inaug_HerbertHoover_1_49",2
"inaug_HerbertHoover_1_50",2
"inaug_HerbertHoover_1_51",2
"inaug_HerbertHoover_1_52",2
"inaug_HerbertHoover_1_53",2
"inaug_HerbertHoover_1_54",2
"inaug_HerbertHoover_1_55",2
"inaug_HerbertHoover_1_56",2
"inaug_HerbertHoover_1_57",2
"inaug_HerbertHoover_1_58",2
"inaug_HerbertHoover_1_59",10
"inaug_HerbertHoover_1_60",10
"inaug_HerbertHoover_1_61",10
"inaug_HerbertHoover_1_62",10
"inaug_HerbertHoover_1_63",10
"inaug_HerbertHoover_1_64",10
"inaug_HerbertHoover_1_65",10
"inaug_HerbertHoover_1_66",2
"inaug_HerbertHoover_1_67",2
"inaug_HerbertHoover_1_68",2
"inaug_HerbertHoover_1_69",8
"inaug_HerbertHoover_1_70",8
"inaug_HerbertHoover_1_71",8
"inaug_HerbertHoover_1_72",8
"inaug_HerbertHoover_1_73",7
"inaug_HerbertHoover_1_74",8
"inaug_HerbertHoover_1_75",8
"inaug_HerbertHoover_1_76",10
"inaug_HerbertHoover_1_77",13
"inaug_HerbertHoover_1_78",13
"inaug_HerbertHoover_1_79",2
"inaug_HerbertHoover_1_80",15
"inaug_HerbertHoover_1_81",1
"inaug_HerbertHoover_1_82",1
"inaug_HerbertHoover_1_83",12
"inaug_HerbertHoover_1_84",15
"inaug_HerbertHoover_1_85",15
"inaug_HerbertHoover_1_86",15
"inaug_HerbertHoover_1_87",15
"inaug_HerbertHoover_1_88",15
"inaug_HerbertHoover_1_89",9
"inaug_HerbertHoover_1_90",5
"inaug_HerbertHoover_1_91",5
"inaug_HerbertHoover_1_92",8
"inaug_HerbertHoover_1_93",8
"inaug_HerbertHoover_1_94",8
"inaug_HerbertHoover_1_95",15
"inaug_HerbertHoover_1_96",15
"inaug_HerbertHoover_1_97",15
"inaug_HerbertHoover_1_98",7
"inaug_HerbertHoover_1_99",7
"inaug_HerbertHoover_1_100",12
"inaug_HerbertHoover_1_101",12
"inaug_HerbertHoover_1_102",12
"inaug_HerbertHoover_1_103",12
"inaug_HerbertHoover_1_104",12
"inaug_HerbertHoover_1_105",12
"inaug_HerbertHoover_1_106",1
"inaug_HerbertHoover_1_107",8
"inaug_HerbertHoover_1_108",1
"inaug_HerbertHoover_1_109",1
"inaug_HerbertHoover_1_110",1
"inaug_HerbertHoover_1_111",1
"inaug_HerbertHoover_1_112",1
"inaug_HerbertHoover_1_113",1
"inaug_HerbertHoover_1_114",11
"inaug_HerbertHoover_1_115",7
"inaug_HerbertHoover_1_116",7
"inaug_HerbertHoover_1_117",1
"inaug_HerbertHoover_1_118",1
"inaug_HerbertHoover_1_119",1
"inaug_HerbertHoover_1_120",8
"inaug_HerbertHoover_1_121",8
"inaug_HerbertHoover_1_122",13
"inaug_HerbertHoover_1_123",8
